term,code,preferred_term,category
Beta-Glutamylphosphate Reductase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
Beta Glutamylphosphate Reductase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
"Reductase, Beta-Glutamylphosphate",D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
Gamma-Glutamylphosphate Reductase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
Gamma Glutamylphosphate Reductase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
"Reductase, Gamma-Glutamylphosphate",D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
Glutamate 5-Semialdehyde Dehydrogenase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
"5-Semialdehyde Dehydrogenase, Glutamate",D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
"Dehydrogenase, Glutamate 5-Semialdehyde",D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
Glutamate-Semialdehyde Dehydrogenase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
"Dehydrogenase, Glutamate-Semialdehyde",D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
Glutamate Semialdehyde Dehydrogenase,D050698,Glutamate-5-Semialdehyde Dehydrogenase,drugs
E2F3 Transcription Factor,D050699,E2F3 Transcription Factor,drugs
"Transcription Factor, E2F3",D050699,E2F3 Transcription Factor,drugs
E2F Transcription Factor 3 Protein,D050699,E2F3 Transcription Factor,drugs
Transcription Factor E2F-3,D050699,E2F3 Transcription Factor,drugs
"E2F-3, Transcription Factor",D050699,E2F3 Transcription Factor,drugs
Transcription Factor E2F 3,D050699,E2F3 Transcription Factor,drugs
E2F3a Transcription Factor,D050699,E2F3 Transcription Factor,drugs
"Transcription Factor, E2F3a",D050699,E2F3 Transcription Factor,drugs
E2F3b Transcription Factor,D050699,E2F3 Transcription Factor,drugs
"Transcription Factor, E2F3b",D050699,E2F3 Transcription Factor,drugs
E2F5 Transcription Factor,D050700,E2F5 Transcription Factor,drugs
"Transcription Factor, E2F5",D050700,E2F5 Transcription Factor,drugs
Transcription Factor E2F-5,D050700,E2F5 Transcription Factor,drugs
"E2F-5, Transcription Factor",D050700,E2F5 Transcription Factor,drugs
Transcription Factor E2F 5,D050700,E2F5 Transcription Factor,drugs
E2F Transcription Factor 5 Protein,D050700,E2F5 Transcription Factor,drugs
E2F6 Transcription Factor,D050701,E2F6 Transcription Factor,drugs
"Transcription Factor, E2F6",D050701,E2F6 Transcription Factor,drugs
Transcription Factor E2F-6,D050701,E2F6 Transcription Factor,drugs
"E2F-6, Transcription Factor",D050701,E2F6 Transcription Factor,drugs
Transcription Factor E2F 6,D050701,E2F6 Transcription Factor,drugs
E2F Transcription Factor 6 Protein,D050701,E2F6 Transcription Factor,drugs
E2F7 Transcription Factor,D050702,E2F7 Transcription Factor,drugs
"Transcription Factor, E2F7",D050702,E2F7 Transcription Factor,drugs
E2F Transcription Factor 7 Protein,D050702,E2F7 Transcription Factor,drugs
Transcription Factor E2F-7,D050702,E2F7 Transcription Factor,drugs
Transcription Factor E2F 7,D050702,E2F7 Transcription Factor,drugs
E2F2 Transcription Factor,D050703,E2F2 Transcription Factor,drugs
"Transcription Factor, E2F2",D050703,E2F2 Transcription Factor,drugs
E2F2 Protein,D050703,E2F2 Transcription Factor,drugs
E2F Transcription Factor 2 Protein,D050703,E2F2 Transcription Factor,drugs
E2F-2 Protein,D050703,E2F2 Transcription Factor,drugs
Transcription Factor E2F-2,D050703,E2F2 Transcription Factor,drugs
"E2F-2, Transcription Factor",D050703,E2F2 Transcription Factor,drugs
Transcription Factor E2F 2,D050703,E2F2 Transcription Factor,drugs
E2F4 Transcription Factor,D050704,E2F4 Transcription Factor,drugs
"Transcription Factor, E2F4",D050704,E2F4 Transcription Factor,drugs
E2F-4 Protein,D050704,E2F4 Transcription Factor,drugs
E2F 4 Protein,D050704,E2F4 Transcription Factor,drugs
E2F-4 Transcription Factor,D050704,E2F4 Transcription Factor,drugs
E2F 4 Transcription Factor,D050704,E2F4 Transcription Factor,drugs
"Transcription Factor, E2F-4",D050704,E2F4 Transcription Factor,drugs
Transcription Factor E2F-4,D050704,E2F4 Transcription Factor,drugs
"E2F-4, Transcription Factor",D050704,E2F4 Transcription Factor,drugs
Transcription Factor E2F 4,D050704,E2F4 Transcription Factor,drugs
E2F Transcription Factor 4 Protein,D050704,E2F4 Transcription Factor,drugs
"Receptors, Guanylate Cyclase-Coupled",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Cyclase-Coupled Receptors, Guanylate",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Receptors, Guanylate Cyclase Coupled",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Guanylyl Cyclase Receptor,D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Cyclase Receptor, Guanylyl",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Receptor, Guanylyl Cyclase",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Guanylyl Cyclase Receptors,D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Cyclase Receptors, Guanylyl",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Receptors, Guanylyl Cyclase",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Guanylyl Cyclase-Linked Receptors,D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Cyclase-Linked Receptors, Guanylyl",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Guanylyl Cyclase Linked Receptors,D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
"Receptors, Guanylyl Cyclase-Linked",D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Guanylate Cyclase-Coupled Receptors,D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Guanylate Cyclase Coupled Receptors,D050705,"Receptors, Guanylate Cyclase-Coupled",drugs
Complement C4b-Binding Protein,D050716,Complement C4b-Binding Protein,drugs
"C4b-Binding Protein, Complement",D050716,Complement C4b-Binding Protein,drugs
Complement C4b Binding Protein,D050716,Complement C4b-Binding Protein,drugs
"Protein, Complement C4b-Binding",D050716,Complement C4b-Binding Protein,drugs
C4b-C3b Inactivator Cofactor,D050716,Complement C4b-Binding Protein,drugs
C4b C3b Inactivator Cofactor,D050716,Complement C4b-Binding Protein,drugs
"Cofactor, C4b-C3b Inactivator",D050716,Complement C4b-Binding Protein,drugs
C4bC3bINA-Cofactor,D050716,Complement C4b-Binding Protein,drugs
C4bC3bINA Cofactor,D050716,Complement C4b-Binding Protein,drugs
C4b-Binding Protein,D050716,Complement C4b-Binding Protein,drugs
C4b Binding Protein,D050716,Complement C4b-Binding Protein,drugs
"Protein, C4b-Binding",D050716,Complement C4b-Binding Protein,drugs
Complement C3b-C4b Inactivator Cofactor,D050716,Complement C4b-Binding Protein,drugs
Complement C3b C4b Inactivator Cofactor,D050716,Complement C4b-Binding Protein,drugs
Complement Component 4b-Binding Protein,D050716,Complement C4b-Binding Protein,drugs
Complement Component 4b Binding Protein,D050716,Complement C4b-Binding Protein,drugs
Complement 4b Binding Protein,D050716,Complement C4b-Binding Protein,drugs
Retinoblastoma-Like Protein p130,D050717,Retinoblastoma-Like Protein p130,drugs
"p130, Retinoblastoma-Like Protein",D050717,Retinoblastoma-Like Protein p130,drugs
RBL2 Protein,D050717,Retinoblastoma-Like Protein p130,drugs
Retinoblastoma Like Protein p130,D050717,Retinoblastoma-Like Protein p130,drugs
Retinoblastoma-Like Protein 2,D050717,Retinoblastoma-Like Protein p130,drugs
Retinoblastoma Like Protein 2,D050717,Retinoblastoma-Like Protein p130,drugs
Complement C1 Inhibitor Protein,D050718,Complement C1 Inhibitor Protein,drugs
C1 Esterase Inhibitor,D050718,Complement C1 Inhibitor Protein,drugs
"Esterase Inhibitor, C1",D050718,Complement C1 Inhibitor Protein,drugs
C1-Inhibitor Protein,D050718,Complement C1 Inhibitor Protein,drugs
C1 Inhibitor Protein,D050718,Complement C1 Inhibitor Protein,drugs
C1-INH Protein,D050718,Complement C1 Inhibitor Protein,drugs
C1 INH Protein,D050718,Complement C1 Inhibitor Protein,drugs
Plasma Protease C1 Inhibitor,D050718,Complement C1 Inhibitor Protein,drugs
Complement C1-Inhibitor Protein,D050718,Complement C1 Inhibitor Protein,drugs
Serpin G1,D050718,Complement C1 Inhibitor Protein,drugs
Serpin Family G Member 1,D050718,Complement C1 Inhibitor Protein,drugs
SERPING1,D050718,Complement C1 Inhibitor Protein,drugs
Crk-Associated Substrate Protein,D050719,Crk-Associated Substrate Protein,drugs
Crk Associated Substrate Protein,D050719,Crk-Associated Substrate Protein,drugs
CRKAS Protein,D050719,Crk-Associated Substrate Protein,drugs
"Protein, CRKAS",D050719,Crk-Associated Substrate Protein,drugs
BCAR1 p130Cas Protein,D050719,Crk-Associated Substrate Protein,drugs
"p130Cas Protein, BCAR1",D050719,Crk-Associated Substrate Protein,drugs
"Protein, BCAR1 p130Cas",D050719,Crk-Associated Substrate Protein,drugs
Crk-Associated Substrate,D050719,Crk-Associated Substrate Protein,drugs
Crk Associated Substrate,D050719,Crk-Associated Substrate Protein,drugs
p130 Cas Protein,D050719,Crk-Associated Substrate Protein,drugs
BCAR1 Protein,D050719,Crk-Associated Substrate Protein,drugs
p130Cas Protein,D050719,Crk-Associated Substrate Protein,drugs
Breast Cancer Anti-Estrogen Resistance 1 Protein,D050719,Crk-Associated Substrate Protein,drugs
Breast Cancer Anti Estrogen Resistance 1 Protein,D050719,Crk-Associated Substrate Protein,drugs
p130 Crk-Associated Substrate,D050719,Crk-Associated Substrate Protein,drugs
p130 Crk Associated Substrate,D050719,Crk-Associated Substrate Protein,drugs
Retinoblastoma-Like Protein p107,D050720,Retinoblastoma-Like Protein p107,drugs
"p107, Retinoblastoma-Like Protein",D050720,Retinoblastoma-Like Protein p107,drugs
Retinoblastoma Like Protein p107,D050720,Retinoblastoma-Like Protein p107,drugs
Retinoblastoma-Like Protein 1,D050720,Retinoblastoma-Like Protein p107,drugs
Retinoblastoma Like Protein 1,D050720,Retinoblastoma-Like Protein p107,drugs
p107 Tumor Suppressor Protein,D050720,Retinoblastoma-Like Protein p107,drugs
RBL1 Protein,D050720,Retinoblastoma-Like Protein p107,drugs
Proto-Oncogene Proteins c-cbl,D050721,Proto-Oncogene Proteins c-cbl,drugs
"c-cbl, Proto-Oncogene Proteins",D050721,Proto-Oncogene Proteins c-cbl,drugs
Proto Oncogene Proteins c cbl,D050721,Proto-Oncogene Proteins c-cbl,drugs
RING Finger Protein 55,D050721,Proto-Oncogene Proteins c-cbl,drugs
c-cbl Protein,D050721,Proto-Oncogene Proteins c-cbl,drugs
Proto-Oncogene Protein c-cbl,D050721,Proto-Oncogene Proteins c-cbl,drugs
"c-cbl, Proto-Oncogene Protein",D050721,Proto-Oncogene Proteins c-cbl,drugs
Proto Oncogene Protein c cbl,D050721,Proto-Oncogene Proteins c-cbl,drugs
CBL E3 Ubiquitin Protein Ligase,D050721,Proto-Oncogene Proteins c-cbl,drugs
c-cbl Proto-Oncogene Protein,D050721,Proto-Oncogene Proteins c-cbl,drugs
c cbl Proto Oncogene Protein,D050721,Proto-Oncogene Proteins c-cbl,drugs
"Proto-Oncogene Protein, c-cbl",D050721,Proto-Oncogene Proteins c-cbl,drugs
RNF55 Protein,D050721,Proto-Oncogene Proteins c-cbl,drugs
cbl Proto-Oncogene Protein,D050721,Proto-Oncogene Proteins c-cbl,drugs
cbl Proto Oncogene Protein,D050721,Proto-Oncogene Proteins c-cbl,drugs
"Proto-Oncogene Protein, cbl",D050721,Proto-Oncogene Proteins c-cbl,drugs
Oncogene Protein v-cbl,D050722,Oncogene Protein v-cbl,drugs
Oncogene Protein v cbl,D050722,Oncogene Protein v-cbl,drugs
"v-cbl, Oncogene Protein",D050722,Oncogene Protein v-cbl,drugs
Casitas B-Lineage Lymphoma Protein,D050722,Oncogene Protein v-cbl,drugs
Casitas B Lineage Lymphoma Protein,D050722,Oncogene Protein v-cbl,drugs
cbl Oncogene Protein,D050722,Oncogene Protein v-cbl,drugs
"Oncogene Protein, cbl",D050722,Oncogene Protein v-cbl,drugs
Oncogene Protein cbl,D050722,Oncogene Protein v-cbl,drugs
"cbl, Oncogene Protein",D050722,Oncogene Protein v-cbl,drugs
v-cbl Oncogene Protein,D050722,Oncogene Protein v-cbl,drugs
"Oncogene Protein, v-cbl",D050722,Oncogene Protein v-cbl,drugs
v cbl Oncogene Protein,D050722,Oncogene Protein v-cbl,drugs
v-cbl Protein,D050722,Oncogene Protein v-cbl,drugs
p120(cbl),D050722,Oncogene Protein v-cbl,drugs
70Z-Cbl Protein,D050722,Oncogene Protein v-cbl,drugs
70Z Cbl Protein,D050722,Oncogene Protein v-cbl,drugs
Oncogene Protein 70Z-Cbl,D050722,Oncogene Protein v-cbl,drugs
"70Z-Cbl, Oncogene Protein",D050722,Oncogene Protein v-cbl,drugs
Oncogene Protein 70Z Cbl,D050722,Oncogene Protein v-cbl,drugs
"Fractures, Bone",D050723,"Fractures, Bone",diseases
Bone Fracture,D050723,"Fractures, Bone",diseases
"Fracture, Bone",D050723,"Fractures, Bone",diseases
Bone Fractures,D050723,"Fractures, Bone",diseases
Broken Bones,D050723,"Fractures, Bone",diseases
"Bone, Broken",D050723,"Fractures, Bone",diseases
"Bones, Broken",D050723,"Fractures, Bone",diseases
Broken Bone,D050723,"Fractures, Bone",diseases
Spiral Fractures,D050723,"Fractures, Bone",diseases
"Fracture, Spiral",D050723,"Fractures, Bone",diseases
"Fractures, Spiral",D050723,"Fractures, Bone",diseases
Spiral Fracture,D050723,"Fractures, Bone",diseases
Torsion Fractures,D050723,"Fractures, Bone",diseases
"Fractures, Torsion",D050723,"Fractures, Bone",diseases
"Fracture, Torsion",D050723,"Fractures, Bone",diseases
Torsion Fracture,D050723,"Fractures, Bone",diseases
"Fractures, Cartilage",D050724,"Fractures, Cartilage",diseases
Cartilage Fractures,D050724,"Fractures, Cartilage",diseases
Cartilage Fracture,D050724,"Fractures, Cartilage",diseases
"Fracture, Cartilage",D050724,"Fractures, Cartilage",diseases
Papillomavirus E7 Proteins,D050725,Papillomavirus E7 Proteins,drugs
"E7 Proteins, Papillomavirus",D050725,Papillomavirus E7 Proteins,drugs
E7 Oncogene Proteins,D050725,Papillomavirus E7 Proteins,drugs
"Oncogene Proteins, E7",D050725,Papillomavirus E7 Proteins,drugs
"Oncogene Protein E7, Papillomavirus",D050725,Papillomavirus E7 Proteins,drugs
Benzaldehyde Dehydrogenase (NADP+),D050727,Benzaldehyde Dehydrogenase (NADP+),drugs
Benzaldehyde Dehydrogenase (NADP),D050727,Benzaldehyde Dehydrogenase (NADP+),drugs
NADP-Linked Benzaldehyde Dehydrogenase,D050727,Benzaldehyde Dehydrogenase (NADP+),drugs
"Benzaldehyde Dehydrogenase, NADP-Linked",D050727,Benzaldehyde Dehydrogenase (NADP+),drugs
"Dehydrogenase, NADP-Linked Benzaldehyde",D050727,Benzaldehyde Dehydrogenase (NADP+),drugs
NADP Linked Benzaldehyde Dehydrogenase,D050727,Benzaldehyde Dehydrogenase (NADP+),drugs
Betaine-Aldehyde Dehydrogenase,D050728,Betaine-Aldehyde Dehydrogenase,drugs
"Dehydrogenase, Betaine-Aldehyde",D050728,Betaine-Aldehyde Dehydrogenase,drugs
Betaine Aldehyde Dehydrogenase,D050728,Betaine-Aldehyde Dehydrogenase,drugs
"Aldehyde Dehydrogenase, Betaine",D050728,Betaine-Aldehyde Dehydrogenase,drugs
"Dehydrogenase, Betaine Aldehyde",D050728,Betaine-Aldehyde Dehydrogenase,drugs
Betaine Aldehyde Oxidase,D050728,Betaine-Aldehyde Dehydrogenase,drugs
"Aldehyde Oxidase, Betaine",D050728,Betaine-Aldehyde Dehydrogenase,drugs
"Oxidase, Betaine Aldehyde",D050728,Betaine-Aldehyde Dehydrogenase,drugs
Glycine Betaine Aldehyde Dehydrogenase,D050728,Betaine-Aldehyde Dehydrogenase,drugs
Oncogene Protein v-crk,D050736,Oncogene Protein v-crk,drugs
Oncogene Protein v crk,D050736,Oncogene Protein v-crk,drugs
"v-crk, Oncogene Protein",D050736,Oncogene Protein v-crk,drugs
v-crk Protein,D050736,Oncogene Protein v-crk,drugs
crk Oncogene Protein,D050736,Oncogene Protein v-crk,drugs
"Oncogene Protein, crk",D050736,Oncogene Protein v-crk,drugs
CT10 Regulator of Kinase Oncogene Protein,D050736,Oncogene Protein v-crk,drugs
Oncogene Protein crk,D050736,Oncogene Protein v-crk,drugs
"crk, Oncogene Protein",D050736,Oncogene Protein v-crk,drugs
v-crk Oncogene Protein,D050736,Oncogene Protein v-crk,drugs
"Oncogene Protein, v-crk",D050736,Oncogene Protein v-crk,drugs
v crk Oncogene Protein,D050736,Oncogene Protein v-crk,drugs
Proto-Oncogene Proteins c-crk,D050737,Proto-Oncogene Proteins c-crk,drugs
"c-crk, Proto-Oncogene Proteins",D050737,Proto-Oncogene Proteins c-crk,drugs
"Proteins c-crk, Proto-Oncogene",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto Oncogene Proteins c crk,D050737,Proto-Oncogene Proteins c-crk,drugs
c-crk Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
Proto-Oncogene Protein c-crk,D050737,Proto-Oncogene Proteins c-crk,drugs
"c-crk, Proto-Oncogene Protein",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto Oncogene Protein c crk,D050737,Proto-Oncogene Proteins c-crk,drugs
CT10 Regulator of Kinase Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c-crk Proto-Oncogene Proteins,D050737,Proto-Oncogene Proteins c-crk,drugs
c crk Proto Oncogene Proteins,D050737,Proto-Oncogene Proteins c-crk,drugs
"Proto-Oncogene Proteins, c-crk",D050737,Proto-Oncogene Proteins c-crk,drugs
crk Proto-Oncogene Proteins,D050737,Proto-Oncogene Proteins c-crk,drugs
crk Proto Oncogene Proteins,D050737,Proto-Oncogene Proteins c-crk,drugs
"Proto-Oncogene Proteins, crk",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto-Oncogene Protein c-crk-1,D050737,Proto-Oncogene Proteins c-crk,drugs
"c-crk-1, Proto-Oncogene Protein",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto Oncogene Protein c crk 1,D050737,Proto-Oncogene Proteins c-crk,drugs
Crk-1 Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
Crk 1 Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
CRKI Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c-crkI Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c-crk-I Proto-Oncogene Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c crk I Proto Oncogene Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
"Proto-Oncogene Protein, c-crk-I",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto-Oncogene Protein c-crk-2,D050737,Proto-Oncogene Proteins c-crk,drugs
"c-crk-2, Proto-Oncogene Protein",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto Oncogene Protein c crk 2,D050737,Proto-Oncogene Proteins c-crk,drugs
CrkII Adapter Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
"Adapter Protein, CrkII",D050737,Proto-Oncogene Proteins c-crk,drugs
CRKII Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c-CrkII Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c CrkII Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
Crk-2 Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
Crk 2 Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c-crk-2 Proto-Oncogene Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c crk 2 Proto Oncogene Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
"Proto-Oncogene Protein, c-crk-2",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto-Oncogene Protein c-crk-3,D050737,Proto-Oncogene Proteins c-crk,drugs
"c-crk-3, Proto-Oncogene Protein",D050737,Proto-Oncogene Proteins c-crk,drugs
Proto Oncogene Protein c crk 3,D050737,Proto-Oncogene Proteins c-crk,drugs
c-CrkIII Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c CrkIII Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
CrkIII Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
Crk3 Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c-crk-3 Proto-Oncogene Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
c crk 3 Proto Oncogene Protein,D050737,Proto-Oncogene Proteins c-crk,drugs
"Proto-Oncogene Protein, c-crk-3",D050737,Proto-Oncogene Proteins c-crk,drugs
Mesomycetozoea Infections,D050738,Mesomycetozoea Infections,diseases
"Infection, Mesomycetozoea",D050738,Mesomycetozoea Infections,diseases
"Infections, Mesomycetozoea",D050738,Mesomycetozoea Infections,diseases
Mesomycetozoea Infection,D050738,Mesomycetozoea Infections,diseases
Pyruvate Synthase,D050743,Pyruvate Synthase,drugs
"Synthase, Pyruvate",D050743,Pyruvate Synthase,drugs
Pyruvate Ferredoxin Oxidoreductase,D050743,Pyruvate Synthase,drugs
"Ferredoxin Oxidoreductase, Pyruvate",D050743,Pyruvate Synthase,drugs
"Oxidoreductase, Pyruvate Ferredoxin",D050743,Pyruvate Synthase,drugs
Pyruvate Oxidoreductase,D050743,Pyruvate Synthase,drugs
"Oxidoreductase, Pyruvate",D050743,Pyruvate Synthase,drugs
Pyruvate Synthetase,D050743,Pyruvate Synthase,drugs
"Synthetase, Pyruvate",D050743,Pyruvate Synthase,drugs
Pyruvate-Ferredoxin Oxidoreductase,D050743,Pyruvate Synthase,drugs
"Oxidoreductase, Pyruvate-Ferredoxin",D050743,Pyruvate Synthase,drugs
Dihydrouracil Dehydrogenase (NAD+),D050744,Dihydrouracil Dehydrogenase (NAD+),drugs
Dihydrothymine Dehydrogenase (NAD),D050744,Dihydrouracil Dehydrogenase (NAD+),drugs
Dihydrouracil Dehydrogenase,D050744,Dihydrouracil Dehydrogenase (NAD+),drugs
"Dehydrogenase, Dihydrouracil",D050744,Dihydrouracil Dehydrogenase (NAD+),drugs
Dihydrouracil Dehydrogenase (NAD),D050744,Dihydrouracil Dehydrogenase (NAD+),drugs
"Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)",D050745,"Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)",drugs
Acyl-ACP Dehydrogenase,D050745,"Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)",drugs
Acyl ACP Dehydrogenase,D050745,"Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)",drugs
"Dehydrogenase, Acyl-ACP",D050745,"Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)",drugs
Enoyl-(Acyl-Carrier-Protein)reductase (NADPH),D050745,"Enoyl-(Acyl-Carrier Protein) Reductase (NADPH, B-Specific)",drugs
Dihydrodipicolinate Reductase,D050746,Dihydrodipicolinate Reductase,drugs
"Reductase, Dihydrodipicolinate",D050746,Dihydrodipicolinate Reductase,drugs
Dihydrodipicolinic Acid Reductase,D050746,Dihydrodipicolinate Reductase,drugs
"Acid Reductase, Dihydrodipicolinic",D050746,Dihydrodipicolinate Reductase,drugs
"Reductase, Dihydrodipicolinic Acid",D050746,Dihydrodipicolinate Reductase,drugs
Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
Enoyl(Acyl-Carrier-Protein) Reductase (NADH),D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
NADH-Dependent Enoyl-ACP Reductase,D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
"Enoyl-ACP Reductase, NADH-Dependent",D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
NADH Dependent Enoyl ACP Reductase,D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
"Reductase, NADH-Dependent Enoyl-ACP",D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
NADH-Enoyl ACP Reductase,D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
"ACP Reductase, NADH-Enoyl",D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
NADH Enoyl ACP Reductase,D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
"Reductase, NADH-Enoyl ACP",D050753,Enoyl-(Acyl-Carrier-Protein) Reductase (NADH),drugs
Cyclin-Dependent Kinase Inhibitor Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
Cyclin Dependent Kinase Inhibitor Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
Cyclin-Kinase Inhibitor Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
Cyclin Kinase Inhibitor Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
"Inhibitor Proteins, Cyclin-Kinase",D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CDKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CIP-KIP Cyclin-Dependent Kinase Inhibitors,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CIP KIP Cyclin Dependent Kinase Inhibitors,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CIP-KIP CDKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
"CDKI Proteins, CIP-KIP",D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CIP KIP CDKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CIP-KIP CKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
CIP KIP CKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
"CKI Proteins, CIP-KIP",D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
INK4 Cyclin-Dependent Kinase Inhibitors,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
INK4 Cyclin Dependent Kinase Inhibitors,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
Inhibitors of Cyclin-Dependent Kinase 4 Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
Inhibitors of Cyclin Dependent Kinase 4 Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
INK4 CDKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
"CDKI Proteins, INK4",D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
INK4 CKI Proteins,D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
"CKI Proteins, INK4",D050756,Cyclin-Dependent Kinase Inhibitor Proteins,drugs
Cyclin-Dependent Kinase Inhibitor p21,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Cyclin Dependent Kinase Inhibitor p21,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
CDK2-Associated Protein 20 kDa,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
CDK2 Associated Protein 20 kDa,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
CDKN1 Protein,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Senescent Cell-Derived Inhibitor Protein 1,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
Senescent Cell Derived Inhibitor Protein 1,D050759,Cyclin-Dependent Kinase Inhibitor p21,drugs
